id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>
666,na (ik),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>an effective heuristic for computing many shortest path alternatives in road networks</td></tr><tr><td>Source:</td><td>[no source], 26(6)</td></tr></table>",https://doi.org/10.1080/13658816.2011.620572,0.0884,0.4421,3,43,3
667,na (il),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>extended hybrid meshing algorithm for multiresolution terrain models</td></tr><tr><td>Source:</td><td>[no source], 26(5)</td></tr></table>",https://doi.org/10.1080/13658816.2011.615317,0.9665,2.136,3,4,10
668,na (im),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>the inclusion of differentially assessed lands in urban growth model calibration: a comparison of two approaches using sleuth</td></tr><tr><td>Source:</td><td>[no source], 26(5)</td></tr></table>",https://doi.org/10.1080/13658816.2011.617305,0.3254,-0.8223,6,145,24
669,na (in),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>autocorrelation-based regioclassification - a self-calibrating classification approach for choropleth maps explicitly considering spatial autocorrelation</td></tr><tr><td>Source:</td><td>[no source], 26(5)</td></tr></table>",https://doi.org/10.1080/13658816.2011.614246,0.1716,0.0713,10,194,21
670,na (io),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>choice set formation with multiple flexible activities under space-time constraints</td></tr><tr><td>Source:</td><td>[no source], 26(5)</td></tr></table>",https://doi.org/10.1080/13658816.2011.624520,-0.5653,0.4987,8,121,30
671,na (ip),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>an ontology for the representation of spatiotemporal jurisdictional domains in information retrieval systems</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.599811,0.6625,0.712,10,1,1
672,na (iq),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modeling experimental cross-transiograms of neighboring landscape categories with the gamma distribution</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.603336,0.5654,-0.4853,1,90,23
673,na (ir),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a framework of integrating gis and parallel computing for spatial control problems - a case study of wildfire control</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.609487,0.3408,-0.0712,9,250,29
674,na (is),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>an improved distance metric for the interpolation of link-based traffic data using kriging:a case study of a large-scale urban road network</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.609488,-0.12,0.3652,2,234,32
675,na (it),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a comparative study of various strategies to concatenate road segments into strokes for map generalization</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.609990,-0.1074,0.6994,5,74,14
676,na (iu),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>evaluation of the variation in semantic contents of class sets on modelling dynamics of land-use changes</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.609989,0.4711,-0.6252,6,94,32
677,na (iv),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>virtual city models for assessing environmental equity of access to sunlight: a case study of kyoto, japan</td></tr><tr><td>Source:</td><td>[no source], 26(1)</td></tr></table>",https://doi.org/10.1080/13658816.2011.570268,0.4032,0.327,5,16,6
678,na (iw),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modeling unobserved true position using multiple sources and information semantics</td></tr><tr><td>Source:</td><td>[no source], 26(1)</td></tr></table>",https://doi.org/10.1080/13658816.2011.568485,0.6219,0.1268,1,63,30
679,na (ix),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a gis framework for the refinement of species geographic ranges</td></tr><tr><td>Source:</td><td>[no source], 26(1)</td></tr></table>",https://doi.org/10.1080/13658816.2011.567987,0.8703,-0.466,1,42,16
680,na (iy),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>analysing the spatial scale of population concentrations by religion in northern ireland using global and local variograms</td></tr><tr><td>Source:</td><td>[no source], 26(1)</td></tr></table>",https://doi.org/10.1080/13658816.2011.563743,-0.5479,-0.5116,7,193,36
681,na (iz),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a novel web-based system for tropical cyclone analysis and prediction</td></tr><tr><td>Source:</td><td>[no source], 26(1)</td></tr></table>",https://doi.org/10.1080/13658816.2011.572075,0.6816,-0.1609,6,23,6
683,na (jb),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>an evaluation of the use of points versus polygons in public participation geographic information systems using quasi-experimental design and monte carlo simulation</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.585139,-0.0889,0.3414,10,40,23
684,na (jc),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>comparative assessment of semantic-sensitive satellite image retrieval: simple and context-sensitive bayesian networks</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.585138,0.5671,0.1318,3,7,4
685,na (jd),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>predictive modelling of seabed sediment parameters using multibeam acoustic data: a case study on the carnarvon shelf, western australia</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.590139,0.6529,-0.0992,1,150,22
686,na (je),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>what can i do there? towards the automatic discovery of place-related services and activities</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.595954,0.1568,0.5158,3,26,11
687,na (jf),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modelling spatial heterogeneity and anisotropy: child anaemia, sanitation and basic infrastructure in sub-saharan africa</td></tr><tr><td>Source:</td><td>[no source], 26(3)</td></tr></table>",https://doi.org/10.1080/13658816.2011.585612,-0.2012,-0.5548,2,56,21
688,na (jg),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>exploratory analysis of the interrelations between co-located boolean spatial features using network graphs</td></tr><tr><td>Source:</td><td>[no source], 26(3)</td></tr></table>",https://doi.org/10.1080/13658816.2011.594799,-0.1236,0.2433,5,77,18
689,na (jh),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>evaluating representation and scale error in the maximal covering location problem using gis and intelligent areal interpolation</td></tr><tr><td>Source:</td><td>[no source], 26(3)</td></tr></table>",https://doi.org/10.1080/13658816.2011.596840,0.1225,0.067,9,132,45
690,na (ji),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>modelling sustainable urban growth in a rapidly urbanising region using a fuzzy-constrained cellular automata approach</td></tr><tr><td>Source:</td><td>[no source], 26(1)</td></tr></table>",https://doi.org/10.1080/13658816.2011.577434,0.2842,-0.8619,6,131,27
691,na (jj),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>large-scale land cover mapping with the integration of multi-source information based on the dempster-shafer theory</td></tr><tr><td>Source:</td><td>[no source], 26(1)</td></tr></table>",https://doi.org/10.1080/13658816.2011.577745,0.5363,-0.2354,10,7,7
692,na (jk),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>measuring transit system accessibility using a modified two-step floating catchment technique</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.574140,-0.8302,0.1767,8,57,39
693,na (jl),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>scaling of geographic space from the perspective of city and field blocks and using volunteered geographic information</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.575074,-0.2453,0.1718,5,230,21
694,na (jm),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>identifying spatial concentrations of surnames</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.591291,-0.2636,0.2305,3,26,11
696,na (jo),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>reliable shortest path finding in stochastic networks with spatial correlated link travel times</td></tr><tr><td>Source:</td><td>[no source], 26(2)</td></tr></table>",https://doi.org/10.1080/13658816.2011.598133,-0.2936,0.4972,9,90,7
697,na (jp),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>temporal change and suitability assessment of cropland in the yellow river basin during 1990-2005</td></tr><tr><td>Source:</td><td>[no source], 26(3)</td></tr></table>",https://doi.org/10.1080/13658816.2011.598458,0.6286,-0.4361,9,22,8
698,na (jq),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a gis-supported impact assessment of the hierarchical flood-defense systems on the plain areas of the taihu basin, china</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.609486,0.8644,-0.1295,1,16,9
699,na (jr),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a landslide expert system:image classification through integration of data mining approaches for multi-category analysis</td></tr><tr><td>Source:</td><td>[no source], 26(4)</td></tr></table>",https://doi.org/10.1080/13658816.2011.613397,0.5442,-0.2614,1,20,12
700,na (js),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>observations of dugongs at aldabra atoll, western indian ocean: lagoon habitat mapping and spatial analysis of sighting records</td></tr><tr><td>Source:</td><td>[no source], 26(5)</td></tr></table>",https://doi.org/10.1080/13658816.2011.616510,-0.1015,-0.2525,2,71,6
701,na (jt),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>integration of linear and areal hierarchies for continuous multi-scale representation of road networks</td></tr><tr><td>Source:</td><td>[no source], 26(5)</td></tr></table>",https://doi.org/10.1080/13658816.2011.616861,0.2352,0.8444,3,82,23
702,na (ju),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a three-step floating catchment area method for analyzing spatial access to health services</td></tr><tr><td>Source:</td><td>[no source], 26(6)</td></tr></table>",https://doi.org/10.1080/13658816.2011.624987,-0.9127,0.1086,8,75,24
703,na (jv),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>defining agents' behaviour based on urban economic theory to simulate complex urban residential dynamics</td></tr><tr><td>Source:</td><td>[no source], 26(7)</td></tr></table>",https://doi.org/10.1080/13658816.2011.626780,-0.3911,-0.457,8,153,28
704,na (jw),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>three-dimensional visualization of an emotional map with geographical information systems: a case study of historical and cultural heritage in the yeongsan river basin, korea</td></tr><tr><td>Source:</td><td>[no source], 26(8)</td></tr></table>",https://doi.org/10.1080/13658816.2011.635596,0.1192,-0.0256,2,11,5
705,na (jx),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>assessing similarity matching for possible integration of feature classifications of geospatial data from official and informal sources</td></tr><tr><td>Source:</td><td>[no source], 26(8)</td></tr></table>",https://doi.org/10.1080/13658816.2011.636012,0.2188,0.6697,3,111,13
706,na (jy),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>estimating the spatial pattern of human-caused forest fires using a generalized linear mixed model with spatial autocorrelation in south korea</td></tr><tr><td>Source:</td><td>[no source], 26(9)</td></tr></table>",https://doi.org/10.1080/13658816.2011.642799,0.1643,-0.2606,1,120,21
707,na (jz),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>combining ahp with gis in synthetic evaluation of environmental suitability for living in china's 35 major cities</td></tr><tr><td>Source:</td><td>[no source], 26(9)</td></tr></table>",https://doi.org/10.1080/13658816.2011.642800,0.4664,-0.4222,6,31,9
708,na (ka),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>assimilating process context information of cellular automata into change detection for monitoring land use changes</td></tr><tr><td>Source:</td><td>[no source], 26(9)</td></tr></table>",https://doi.org/10.1080/13658816.2011.643803,0.452,-0.7525,6,170,35
709,na (kb),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>near real-time geoprocessing on the grid: a scalable approach to road traffic monitoring</td></tr><tr><td>Source:</td><td>[no source], 26(10)</td></tr></table>",https://doi.org/10.1080/13658816.2011.651141,0.4651,0.6673,10,12,6
710,na (kc),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>which environmental variables should i use in my biodiversity model?</td></tr><tr><td>Source:</td><td>[no source], 26(11)</td></tr></table>",https://doi.org/10.1080/13658816.2012.698015,1.0356,-0.3583,1,58,31
711,na (kd),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>spatial non-stationarity and anisotropy of compositional turnover in eastern australian myrtaceae species</td></tr><tr><td>Source:</td><td>[no source], 26(11)</td></tr></table>",https://doi.org/10.1080/13658816.2012.692371,0.8666,-0.4637,1,28,14
712,na (ke),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a comparison of spatially explicit and classic regression modelling of live coral cover using hyperspectral remote-sensing data in the al wajh lagoon, red sea</td></tr><tr><td>Source:</td><td>[no source], 26(11)</td></tr></table>",https://doi.org/10.1080/13658816.2012.683195,0.1582,-0.3697,2,64,8
713,na (kf),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>lahma: a landscape heterogeneity mapping method using hyper-temporal datasets</td></tr><tr><td>Source:</td><td>[no source], 26(11)</td></tr></table>",https://doi.org/10.1080/13658816.2012.712126,0.4396,-0.2701,1,55,26
714,na (kg),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>a new pseudocylindrical equal-area projection for adaptive composite map projections</td></tr><tr><td>Source:</td><td>[no source], 28(12)</td></tr></table>",https://doi.org/10.1080/13658816.2014.924628,0.6892,0.6642,3,3,4
715,na (kh),"<table><tr><td>Authors:</td><td>na</td></tr><tr><td>Title:</td><td>solving land-use suitability analysis and planning problem by a hybrid meta-heuristic algorithm</td></tr><tr><td>Source:</td><td>[no source], 28(12)</td></tr></table>",https://doi.org/10.1080/13658816.2014.927471,0.4853,-0.3034,9,97,40
